Start Recording GUI ,1
701410,-0.25749,,g
701448,-0.142,,g
701460,-0.08645,,g
701471,-0.17897,,g
701483,-0.05797,,g
701495,-0.1596,,g
701509,-0.13226,,g
701521,-0.12482,,g
701532,-0.13723,,g
701544,-0.22182,,g
701556,-0.03415,,g
701570,-0.25115,,g
701582,-0.05693,,g
701594,-0.13556,,g
701605,-0.17204,,g
701618,-0.00619,,g
701631,-0.22245,,g
701643,-0.03549,,g
701654,-0.19045,,g
701666,-0.11982,,g
701679,-0.14471,,g
701692,-0.16578,,g
701703,-0.09941,,g
701716,-0.17108,,g
701727,-0.06889,,g
701740,-0.16371,,g
701753,-0.08912,,g
701764,-0.12638,,g
701776,-0.15967,,g
701788,-0.08393001,,g
701801,-0.24586,,g
701814,-0.02934,,g
701825,-0.24341,,g
701837,-0.04689,,g
701850,-0.148,,g
701862,-0.20715,,g
701875,0.06322,,g
701886,-0.3766,,g
701898,0.15588,,g
701911,-0.34478,,g
701924,-0.02319,,g
701936,-0.11175,,g
701947,-0.25741,,g
701959,0.05218,,g
701972,-0.33575,,g
701985,0.01392,,g
701997,-0.21589,,g
702008,-0.10719,,g
702020,-0.08323001,,g
702033,-0.19908,,g
702046,-0.02249,,g
702058,-0.20049,,g
702069,-0.08004,,g
702082,-0.15801,,g
702093,-0.14838,,g
702107,-0.12812,,g
702118,-0.134,,g
702130,-0.15393,,g
702142,-0.0693,,g
702154,-0.19182,,g
702168,-0.05482,,g
702179,-0.12367,,g
702191,-0.16282,,g
702203,-0.02497,,g
702216,-0.2813,,g
702229,-0.05163,,g
702240,-0.22893,,g
702252,-0.13986,,g
702264,-0.10123,,g
702278,-0.22323,,g
702290,0.02596,,g
702301,-0.25545,,g
702313,0.04492,,g
702326,-0.19919,,g
702339,-0.09575,,g
702351,-0.09563,,g
702362,-0.27938,,g
702374,0.03192,,g
702387,-0.36371,,g
702400,0.06425,,g
702412,-0.27467,,g
702423,-0.12563,,g
702435,-0.07034,,g
702448,-0.19012,,g
702461,-0.08075,,g
702473,-0.16078,,g
702484,-0.09649,,g
702496,-0.1566,,g
702509,-0.10838,,g
702522,-0.1756,,g
702533,-0.1523,,g
702545,-0.08693,,g
702558,-0.19415,,g
702570,-0.08219,,g
702583,-0.09897,,g
702594,-0.19441,,g
702606,-0.00245,,g
702619,-0.24882,,g
702631,-0.07352,,g
702644,-0.09297,,g
702655,-0.26526,,g
702667,0.0257,,g
702680,-0.21234,,g
702693,-0.08478001,,g
702705,-0.02023,,g
702716,-0.28471,,g
702728,-0.31371,,g
702740,0.58485,,g
702754,-1.07245,,g
702766,0.52451,,g
702777,-0.36019,,g
702789,-0.40586,,g
702802,0.53748,,g
702815,-0.83078,,g
702827,0.4307,,g
702838,-0.66352,,g
702850,0.37966,,g
702863,-0.58334,,g
702876,0.276,,g
702888,-0.47449,,g
702899,-0.03815,,g
702912,0.03481,,g
702924,-0.40604,,g
702937,0.22196,,g
702948,-0.44523,,g
702960,0.04755,,g
702973,-0.27212,,g
702985,0.04414,,g
702998,-0.39082,,g
703009,0.00985,,g
703021,-0.22945,,g
703033,-0.12641,,g
